------------------------------cross validation on group: 5--------------------------

training data: 0 10 20 30 40 50 60 70 80 90 1 11 21 31 41 51 61 71 81 91 2 12 22 32 42 52 62 72 82 3 13 23 33 43 53 63 73 83 4 14 24 34 44 54 64 74 84 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 9 19 29 39 49 59 69 79 89 

test data : 5 15 25 35 45 55 65 75 85 

sepallength,sepalwidth,petalwidth,label,classification

6.6,2.9,1.3,Iris-versicolor,Iris-versicolor
5.1,3.8,0.3,Iris-setosa,Iris-setosa
6.7,3.0,2.3,Iris-virginica,Iris-virginica
5.6,2.9,1.3,Iris-versicolor,Iris-versicolor
5.2,4.1,0.1,Iris-setosa,Iris-setosa
4.4,3.0,0.2,Iris-setosa,Iris-setosa
5.7,2.9,1.3,Iris-versicolor,Iris-versicolor
5.4,3.7,0.2,Iris-setosa,Iris-setosa
6.0,3.4,1.6,Iris-versicolor,Iris-versicolor
=======correct : 9, wrong : 0 accuracy: 1.0

------------------------------cross validation on group: 6--------------------------

training data: 0 10 20 30 40 50 60 70 80 90 1 11 21 31 41 51 61 71 81 91 2 12 22 32 42 52 62 72 82 3 13 23 33 43 53 63 73 83 4 14 24 34 44 54 64 74 84 5 15 25 35 45 55 65 75 85 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 9 19 29 39 49 59 69 79 89 

test data : 6 16 26 36 46 56 66 76 86 

sepallength,sepalwidth,petalwidth,label,classification

5.6,3.0,1.5,Iris-versicolor,Iris-versicolor
5.6,2.5,1.1,Iris-versicolor,Iris-versicolor
7.6,3.0,2.1,Iris-virginica,Iris-virginica
5.8,2.7,1.9,Iris-virginica,Iris-virginica
5.1,3.3,0.5,Iris-setosa,Iris-versicolor
5.1,2.5,1.1,Iris-versicolor,Iris-versicolor
6.5,3.0,1.8,Iris-virginica,Iris-virginica
4.7,3.2,0.2,Iris-setosa,Iris-setosa
6.7,3.3,2.1,Iris-virginica,Iris-virginica
=======correct : 8, wrong : 1 accuracy: 0.8888888888888888

------------------------------cross validation on group: 7--------------------------

training data: 0 10 20 30 40 50 60 70 80 90 1 11 21 31 41 51 61 71 81 91 2 12 22 32 42 52 62 72 82 3 13 23 33 43 53 63 73 83 4 14 24 34 44 54 64 74 84 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 8 18 28 38 48 58 68 78 88 9 19 29 39 49 59 69 79 89 

test data : 7 17 27 37 47 57 67 77 87 

sepallength,sepalwidth,petalwidth,label,classification

6.2,2.9,1.3,Iris-versicolor,Iris-versicolor
5.2,2.7,1.4,Iris-versicolor,Iris-versicolor
7.3,2.9,1.8,Iris-virginica,Iris-virginica
5.2,3.4,0.2,Iris-setosa,Iris-setosa
6.4,3.1,1.8,Iris-virginica,Iris-virginica
6.6,3.0,1.4,Iris-versicolor,Iris-versicolor
6.3,2.7,1.8,Iris-virginica,Iris-virginica
5.2,3.5,0.2,Iris-setosa,Iris-setosa
4.9,2.5,1.7,Iris-virginica,Iris-virginica
=======correct : 9, wrong : 0 accuracy: 1.0

------------------------------cross validation on group: 8--------------------------

training data: 0 10 20 30 40 50 60 70 80 90 1 11 21 31 41 51 61 71 81 91 2 12 22 32 42 52 62 72 82 3 13 23 33 43 53 63 73 83 4 14 24 34 44 54 64 74 84 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 9 19 29 39 49 59 69 79 89 

test data : 8 18 28 38 48 58 68 78 88 

sepallength,sepalwidth,petalwidth,label,classification

5.9,3.2,1.8,Iris-versicolor,Iris-virginica
7.0,3.2,1.4,Iris-versicolor,Iris-versicolor
5.1,3.8,0.4,Iris-setosa,Iris-setosa
6.4,2.9,1.3,Iris-versicolor,Iris-versicolor
4.8,3.0,0.1,Iris-setosa,Iris-setosa
4.9,3.1,0.1,Iris-setosa,Iris-setosa
4.9,3.1,0.1,Iris-setosa,Iris-setosa
6.3,2.5,1.9,Iris-virginica,Iris-virginica
6.0,2.2,1.0,Iris-versicolor,Iris-versicolor
=======correct : 8, wrong : 1 accuracy: 0.8888888888888888

------------------------------cross validation on group: 9--------------------------

training data: 0 10 20 30 40 50 60 70 80 90 1 11 21 31 41 51 61 71 81 91 2 12 22 32 42 52 62 72 82 3 13 23 33 43 53 63 73 83 4 14 24 34 44 54 64 74 84 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 

test data : 9 19 29 39 49 59 69 79 89 

sepallength,sepalwidth,petalwidth,label,classification

5.8,4.0,0.2,Iris-setosa,Iris-setosa
6.7,3.1,1.4,Iris-versicolor,Iris-versicolor
5.4,3.0,1.5,Iris-versicolor,Iris-versicolor
6.1,3.0,1.8,Iris-virginica,Iris-virginica
5.5,4.2,0.2,Iris-setosa,Iris-setosa
4.9,3.1,0.1,Iris-setosa,Iris-setosa
4.6,3.4,0.3,Iris-setosa,Iris-setosa
6.8,2.8,1.4,Iris-versicolor,Iris-versicolor
4.7,3.2,0.2,Iris-setosa,Iris-setosa
=======correct : 9, wrong : 0 accuracy: 1.0

average accuracy of this cross validation is 0.9244444444444445
