training data: 0 10 20 30 40 50 60 70 80 90 1 11 21 31 41 51 61 71 81 91 2 12 22 32 42 52 62 72 82 3 13 23 33 43 53 63 73 83 4 14 24 34 44 54 64 74 84 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 

test data : 9 19 29 39 49 59 69 79 89 

sepallength,petallength,petalwidth,label,classification

5.7,3.5,1.0,Iris-versicolor,Iris-versicolor
5.8,5.1,1.9,Iris-virginica,Iris-virginica
6.7,4.7,1.5,Iris-versicolor,Iris-versicolor
5.0,1.2,0.2,Iris-setosa,Iris-setosa
6.4,5.3,2.3,Iris-virginica,Iris-virginica
5.1,3.0,1.1,Iris-versicolor,Iris-versicolor
6.1,4.7,1.2,Iris-versicolor,Iris-versicolor
6.2,5.4,2.3,Iris-virginica,Iris-virginica
6.3,5.0,1.9,Iris-virginica,Iris-virginica
=======correct : 9, wrong : 0 accuracy: 1.0

average accuracy of this cross validation is 0.9033333333333333
